id,name,item_display_info_id,item_quality_id,inventory_slot_id,sheath_type_id
1276,"Fire Hardened Buckler",2210,2,14,4
1280,"Cloaked Hood",15298,2,1,0
1282,"Sparkmetal Coif",15324,2,1,0
1287,"Giant Tarantula Fang",6447,2,13,3
1292,"Butcher's Cleaver",8466,3,13,3
1296,"Blackrock Mace",5195,2,13,3
1297,"Robes of the Shadowcaster",19035,2,20,0
1298,"Deprecated Night Mage Wristguards",6305,0,9,0
1299,"Lesser Belt of the Spire",16717,2,6,0
1300,"Lesser Staff of the Spire",20391,2,17,2
1302,"Black Whelp Gloves",17174,2,10,0
1303,"Bridgeworker's Gloves",6871,2,10,0
1304,"Riding Gloves",16818,2,10,0
1306,"Wolfmane Wristguards",11387,2,9,0
1310,"Smith's Trousers",16971,2,7,0
1314,"Ghoul Fingers",17179,2,10,0
1315,"Lei of Lilies",6524,4,2,0
1317,"Hardened Root Staff",20377,2,17,2
1318,"Night Reaver",19290,3,17,1
1319,"Ring of Iron Will",14437,2,11,0
1324,"Deprecated Parker's Lunch",7196,1,21,0
1351,"Fingerbone Bracers",16897,2,9,0
1355,"Buckskin Cape",23014,2,16,0
1359,"Lion-stamped Gloves",6751,1,10,0
1360,"Stormwind Chain Gloves",7000,1,10,0
1363,"Deprecated Captain Sanders' Eyepatch",13223,0,1,0
1364,"Ragged Leather Vest",14339,0,5,0
1366,"Ragged Leather Pants",14338,0,7,0
1367,"Ragged Leather Boots",14354,0,8,0
1368,"Ragged Leather Gloves",17184,0,10,0
1369,"Ragged Leather Belt",14335,0,6,0
1370,"Ragged Leather Bracers",14336,0,9,0
1372,"Ragged Cloak",23054,0,16,0
1374,"Frayed Shoes",16659,0,8,0
1376,"Frayed Cloak",23090,0,16,0
1377,"Frayed Gloves",16657,0,10,0
1378,"Frayed Pants",16656,0,7,0
1380,"Frayed Robe",12426,0,20,0
1382,"Rock Mace",19636,1,21,3
1383,"Stone Tomahawk",8495,1,21,3
1384,"Dull Blade",1546,1,21,3
1386,"Thistlewood Axe",19247,1,17,1
1387,Ghoulfang,20087,2,17,1
1388,"Crooked Staff",20450,1,17,2
1389,"Kobold Mining Mallet",8575,1,21,3
1391,"Riverpaw Mystic Staff",20410,2,17,2
1394,"Driftwood Club",5203,2,13,3
1395,"Apprentice's Pants",9924,0,7,0
1396,"Acolyte's Pants",3260,0,7,0
1404,"Tidal Charm",6499,2,12,0
1405,"Foamspittle Staff",5540,2,17,2
1406,"Pearl-encrusted Spear",5638,2,17,2
1411,"Withered Staff",20442,0,17,2
1412,"Crude Bastard Sword",20074,0,17,1
1413,"Feeble Sword",1547,0,21,3
1414,"Cracked Sledge",19525,0,17,1
1415,"Carpenter's Mallet",19613,0,21,3
1416,"Rusty Hatchet",8495,0,21,3
1417,"Beaten Battle Axe",8501,0,17,1
1418,"Worn Leather Belt",14344,0,6,0
1419,"Worn Leather Boots",14353,0,8,0
1420,"Worn Leather Bracers",4471,0,9,0
1421,"Worn Hide Cloak",23083,0,16,0
1422,"Worn Leather Gloves",14345,0,10,0
1423,"Worn Leather Pants",14346,0,7,0
1425,"Worn Leather Vest",14190,0,5,0
1427,"Patchwork Shoes",16798,0,8,0
1429,"Patchwork Cloak",23130,0,16,0
1430,"Patchwork Gloves",16797,0,10,0
1431,"Patchwork Pants",16796,0,7,0
1433,"Patchwork Armor",16795,0,5,0
1436,"Frontier Britches",17144,2,7,0
1438,"Warrior's Shield",25943,1,14,4
1440,"Gnoll Skull Basher",8570,2,13,3
1443,"Jeweled Amulet of Cainwyn",6522,4,2,0
1445,"Blackrock Pauldrons",10167,1,3,0
1446,"Blackrock Boots",6841,2,8,0
1447,"Ring of Saviors",14438,4,11,0
1448,"Blackrock Gauntlets",6842,2,10,0
1449,"Minor Channeling Ring",9823,2,11,1
1454,"Axe of the Enforcer",8457,3,13,3
1455,"Blackrock Champion's Axe",22214,2,17,1
1457,"Shadowhide Mace",19683,2,13,3
1458,"Shadowhide Maul",8601,2,17,1
1459,"Shadowhide Scalper",19136,2,13,3
1460,"Shadowhide Two-handed Sword",20109,2,17,1
1461,"Slayer's Battle Axe",19375,2,17,1
1462,"Ring of the Shadow",9846,2,11,0
1465,Tigerbane,20594,2,13,3
1469,"Scimitar of Atun",20154,2,13,3
1470,"Murloc Skin Bag",1025,1,18,0
1473,"Riverside Staff",20402,2,17,2
1479,"Salma's Oven Mitts",16710,1,10,0
1480,"Fist of the People's Militia",9381,2,13,3
1481,Grimclaw,25595,3,13,3
1482,Shadowfang,20089,3,13,3
1483,"Face Smasher",9117,3,13,3
1484,"Witching Stave",9122,3,17,2
1485,Pitchfork,7464,0,17,1
1486,"Tree Bark Jacket",9889,3,5,0
1488,"Avenger's Armor",12960,3,5,0
1489,"Gloomshroud Armor",8676,3,5,0
1490,"Guardian Talisman",6502,2,12,0
1491,"Ring of Precision",9836,3,11,1
1493,"Heavy Marauder Scimitar",5165,3,13,3
1495,"Calico Shoes",16553,0,8,0
1497,"Calico Cloak",23094,0,16,0
1498,"Calico Gloves",14348,0,10,0
1499,"Calico Pants",16552,0,7,0
1501,"Calico Tunic",16551,0,5,0
1502,"Warped Leather Belt",16947,0,6,0
1503,"Warped Leather Boots",14846,0,8,0
1504,"Warped Leather Bracers",17024,0,9,0
1505,"Warped Cloak",23076,0,16,0
1506,"Warped Leather Gloves",17077,0,10,0
1507,"Warped Leather Pants",17156,0,7,0
1509,"Warped Leather Vest",18466,0,5,0
1510,"Heavy Hammer",19775,0,21,3
1511,"Commoner's Sword",20173,0,21,3
1512,"Crude Battle Axe",19226,0,17,1
1513,"Old Greatsword",20092,0,17,1
1514,"Rusty Warhammer",19533,0,17,1
1515,"Rough Wooden Staff",20421,0,17,2
1516,"Worn Hatchet",8498,0,21,3
1521,"Lumbering Ogre Axe",19306,2,17,1
1522,"Headhunting Spear",22239,2,17,2
1523,"Huge Stone Club",5534,2,17,1
1537,"Old Blanchy's Feed Pouch",1183,1,18,0
1539,"Gnarled Hermit's Staff",20395,2,17,2
1547,"Shield of the Faith",21551,2,14,4
1557,"Buckler of the Seas",18456,2,14,4
1560,"Bluegill Sandals",16856,2,8,0
1561,"Harvester's Robe",12671,2,20,0
1566,"Edge of the People's Militia",20078,2,17,1
1602,"Sickle Axe",8489,3,13,3
1604,"Chromatic Sword",63370,2,17,1
1607,Soulkeeper,20272,3,17,2
1608,"Skullcrusher Mace",19743,2,13,3
1613,"Spiritchaser Staff",28470,2,17,2
1623,"Raptor Skin Pouch",3568,1,18,0
1624,"Skullsplitter Helm",15340,2,1,0
1625,"Exquisite Flamberge",26586,2,17,1
1639,"Grinning Axe",5128,2,17,1
1640,"Monstrous War Axe",8526,2,17,1
1652,"Sturdy Lunchbox",12642,1,18,0
1659,"Engineering Gloves",1795,2,10,0
1664,"Spellforce Rod",18289,2,17,2
1677,"Drake-scale Vest",8678,2,5,0
1678,"Black Ogre Kickers",11269,3,8,0
1679,"Korg Bat",5137,2,17,1
1680,Headchopper,19304,2,17,1
1685,"Troll-hide Bag",1285,1,18,0
1700,"Admin Warlord's Claymore",7264,3,2,0
1713,"Ankh of Life",23949,3,12,0
1714,"Necklace of Calisea",9858,3,2,0
1715,"Polished Jazeraint Armor",8683,3,5,0
1716,"Robe of the Magi",16667,3,20,0
1717,"Double Link Tunic",12960,3,5,0
1718,"Basilisk Hide Pants",17137,3,7,0
1720,"Tanglewood Staff",21460,3,17,2
1721,"Viking Warhammer",8581,3,13,3
1722,"Thornstone Sledgehammer",15467,3,17,1
1725,"Large Knapsack",2592,1,18,0
1726,"Poison-tipped Bone Spear",20749,3,17,2
1727,"Sword of Decay",5166,3,13,3
1728,"Teebu's Blazing Longsword",19997,4,13,3
1729,"Gunnysack of the Night Watch",2588,1,18,0
1730,"Worn Mail Belt",6902,0,6,0
1731,"Worn Mail Boots",6903,0,8,0
1732,"Worn Mail Bracers",6904,0,9,0
1733,"Worn Cloak",15272,0,16,0
1734,"Worn Mail Gloves",6905,0,10,0
1735,"Worn Mail Pants",687,0,7,0
1737,"Worn Mail Vest",977,0,5,0
1738,"Laced Mail Belt",6902,0,6,0
1739,"Laced Mail Boots",6903,0,8,0
1740,"Laced Mail Bracers",6904,0,9,0
1741,"Laced Cloak",15065,0,16,0
1742,"Laced Mail Gloves",6905,0,10,0
1743,"Laced Mail Pants",687,0,7,0
1744,"Laced Mail Shoulderpads",6914,0,3,0
1745,"Laced Mail Vest",977,0,5,0
1746,"Linked Chain Belt",6902,0,6,0
1747,"Linked Chain Boots",6903,0,8,0
1748,"Linked Chain Bracers",6904,0,9,0
1749,"Linked Chain Cloak",15074,0,16,0
1750,"Linked Chain Gloves",6905,0,10,0
1751,"Linked Chain Pants",687,0,7,0
1752,"Linked Chain Shoulderpads",6914,0,3,0
1753,"Linked Chain Vest",977,0,5,0
1754,"Reinforced Chain Belt",6902,0,6,0
1755,"Reinforced Chain Boots",6903,0,8,0
1756,"Reinforced Chain Bracers",6904,0,9,0
1757,"Reinforced Chain Cloak",15181,0,16,0
1758,"Reinforced Chain Gloves",6905,0,10,0
1759,"Reinforced Chain Pants",687,0,7,0
1760,"Reinforced Chain Shoulderpads",6914,0,3,0
1761,"Reinforced Chain Vest",977,0,5,0
1764,"Canvas Shoes",7578,0,8,0
1766,"Canvas Cloak",23095,0,16,0
1767,"Canvas Gloves",14065,0,10,0
1768,"Canvas Pants",14064,0,7,0
1769,"Canvas Shoulderpads",16786,0,3,0
1770,"Canvas Vest",14378,0,5,0
1772,"Brocade Shoes",3757,0,8,0
1774,"Brocade Cloak",23093,0,16,0
1775,"Brocade Gloves",14370,0,10,0
1776,"Brocade Pants",12930,0,7,0
1777,"Brocade Shoulderpads",14371,0,3,0
1778,"Brocade Vest",14377,0,5,0
1780,"Cross-stitched Sandals",16820,0,8,0
1782,"Cross-stitched Cloak",23102,0,16,0
1783,"Cross-stitched Gloves",14373,0,10,0
1784,"Cross-stitched Pants",14374,0,7,0
1785,"Cross-stitched Shoulderpads",14121,0,3,0
1786,"Cross-stitched Vest",14376,0,5,0
1787,"Patched Leather Belt",14360,0,6,0
1788,"Patched Leather Boots",16990,0,8,0
1789,"Patched Leather Bracers",3653,0,9,0
1790,"Patched Cloak",23050,0,16,0
1791,"Patched Leather Gloves",972,0,10,0
1792,"Patched Leather Pants",6731,0,7,0
1793,"Patched Leather Shoulderpads",14361,0,3,0
1794,"Patched Leather Jerkin",14272,0,5,0
1795,"Rawhide Belt",16935,0,6,0
1796,"Rawhide Boots",16992,0,8,0
1797,"Rawhide Bracers",17015,0,9,0
1798,"Rawhide Cloak",23058,0,16,0
1799,"Rawhide Gloves",17066,0,10,0
1800,"Rawhide Pants",16967,0,7,0
1801,"Rawhide Shoulderpads",15002,0,3,0
1802,"Rawhide Tunic",16895,0,5,0
1803,"Tough Leather Belt",16945,0,6,0
1804,"Tough Leather Boots",16998,0,8,0
1805,"Tough Leather Bracers",17022,0,9,0
1806,"Tough Cloak",23072,0,16,0
1807,"Tough Leather Gloves",17072,0,10,0
1808,"Tough Leather Pants",16977,0,7,0
1809,"Tough Leather Shoulderpads",14205,0,3,0
1810,"Tough Leather Armor",14418,0,5,0
1811,"Blunt Claymore",20037,0,17,1
1812,"Short-handled Battle Axe",19245,0,17,1
1813,"Chipped Quarterstaff",20413,0,17,2
1814,"Battered Mallet",19534,0,17,1
1815,"Ornamental Mace",5217,0,21,3
1816,"Unbalanced Axe",8495,0,21,3
1817,"Stock Shortsword",20164,0,21,3
1818,"Standard Claymore",20183,0,17,1
1819,"Gouging Pick",14039,0,21,3
1820,"Wooden Maul",19535,0,17,1
1821,"Warped Blade",5151,0,21,3
1822,"Cedar Walking Stick",20385,0,17,2
1823,"Bludgeoning Cudgel",6794,0,21,3
1824,"Shiny War Axe",19292,0,17,1
1825,"Bulky Bludgeon",19784,0,21,3
1826,"Rock Maul",8587,0,17,1
1827,"Meat Cleaver",8482,0,21,3
1828,"Stone War Axe",19369,0,17,1
1829,"Short Cutlass",15591,0,21,3
1830,"Long Bastard Sword",4129,0,17,1
1831,"Oaken War Staff",20361,0,17,2
1832,"Lucky Trousers",16845,2,7,0
1835,"Dirty Leather Belt",14443,1,6,0
1836,"Dirty Leather Bracers",14249,1,9,0
1839,"Rough Leather Belt",17126,1,6,0
1840,"Rough Leather Bracers",17170,1,9,0
1843,"Tanned Leather Belt",14469,1,6,0
1844,"Tanned Leather Bracers",14471,1,9,0
1845,"Chainmail Belt",6864,1,6,0
1846,"Chainmail Bracers",13617,1,9,0
1849,"Cured Leather Belt",16914,1,6,0
1850,"Cured Leather Bracers",14282,1,9,0
1852,"Scalemail Bracers",6985,1,9,0
1853,"Scalemail Belt",10410,1,6,0
1893,"Miner's Revenge",19234,2,17,1
1902,"Monster - Mace, Basic Wooden Hammer",7441,0,13,3
1911,"Monster - Tool, Wrench Small",7494,0,13,7
1913,"Studded Blackjack",5009,1,21,3
1914,"Deprecated Miniature Silver Hammer",6505,0,12,0
1917,"Jeweled Dagger",20435,2,13,3
1925,"Defias Rapier",20114,2,13,3
1926,"Weighted Sap",5218,2,13,3
1927,"Deadmines Cleaver",19276,2,13,3
1928,"Defias Mage Staff",20415,2,17,2
1929,"Silk-threaded Trousers",16848,2,7,0
1930,"Stonemason Cloak",23067,2,16,0
1933,"Staff of Conjuring",20418,2,17,2
1934,"Stonemason Trousers",6774,2,7,0
1935,"Assassin's Blade",20471,3,13,3
1936,"Goblin Screwdriver",20399,2,13,3
1937,"Buzz Saw",5040,3,13,3
1938,"Block Mallet",8565,2,13,3
1943,"Goblin Mail Leggings",697,2,7,0
1944,"Metalworking Gloves",17062,2,10,0
1945,"Woodworking Gloves",17189,2,10,0
1951,"Blackwater Cutlass",8279,2,13,3
1955,"Dragonmaw Chain Boots",6907,2,8,0
1958,"Petrified Shinbone",1759,2,13,3
1959,"Cold Iron Pick",14038,2,17,1
1965,"White Wolf Gloves",3846,1,10,0
1973,"Orb of Deception",6506,3,12,0
1974,"Mindthrust Bracers",16901,3,9,0
1975,"Pysan's Old Greatsword",20179,3,17,1
1976,Slaghammer,8590,3,17,1
1977,"20-slot Bag",1244,1,18,0
1978,"Wolfclaw Gloves",12813,3,10,0
1979,"Wall of the Dead",18793,4,14,4
1980,"Underworld Band",9840,4,11,0
1981,"Icemail Jerkin",8668,4,5,0
1982,Nightblade,20191,4,17,1
1986,Gutrender,20638,2,17,1
1988,"Chief Brigadier Gauntlets",25892,2,10,0
1990,"Ballast Maul",5533,2,17,1
1991,"Goblin Power Shovel",18269,2,17,1
1992,"Swampchill Fetish",21612,3,23,0
1993,"Ogremind Ring",14436,2,11,0
1994,"Ebonclaw Reaver",19129,2,13,3
1996,"Voodoo Band",9840,2,11,0
1997,"Pressed Felt Robe",16670,2,20,0
1998,"Bloodscalp Channeling Staff",20356,2,17,2
2000,Archeus,20251,2,17,1
2011,"Twisted Sabre",20120,3,13,3
2013,"Cryptbone Staff",20373,2,17,2
2014,"Black Metal Greatsword",5176,2,17,1
2015,"Black Metal War Axe",19255,2,17,1
2016,"Dusty Chain Armor",1727,2,5,0
2017,"Glowing Leather Bracers",6738,2,9,0
2018,"Skeletal Longsword",20088,2,13,3
2020,"Hollowfang Blade",20492,2,13,3
2021,"Green Carapace Shield",18650,2,14,4
2024,Espadon,22096,1,17,1
2025,"Bearded Axe",22115,1,17,1
2026,"Rock Hammer",8593,1,17,1
2027,Scimitar,22079,1,13,3
2028,Hammer,22119,1,13,3
2029,Cleaver,19281,1,13,3
2030,"Gnarled Staff",22146,1,17,2
2032,"Gallan Cuffs",16887,2,9,0
2033,"Ambassador's Boots",10711,2,8,0
2034,"Scholarly Robes",12699,2,20,0
2035,"Sword of the Night Sky",5161,2,13,3
2036,"Dusty Mining Gloves",17054,2,10,0
2037,"Tunneler's Boots",11447,2,8,0
2039,"Plains Ring",6012,3,11,0
2040,"Troll Protector",18399,3,14,4
2041,"Tunic of Westfall",8703,3,5,0
2042,"Staff of Westfall",20379,3,17,2
2043,"Ring of Forlorn Spirits",6011,3,11,0
2044,"Crescent of Forlorn Spirits",19220,3,13,3
2046,"Bluegill Kukri",22226,2,13,3
2047,"Anvilmar Hand Axe",8473,1,21,3
2048,"Anvilmar Hammer",19770,1,21,3
2054,"Trogg Hand Axe",19299,1,21,3
2055,"Small Wooden Hammer",8579,1,21,3
2057,"Pitted Defias Shortsword",20175,1,21,3
2058,"Kazon's Maul",19611,2,17,1
2059,"Sentry Cloak",22991,3,16,0
2064,"Trogg Club",19650,1,21,3
2065,"Rockjaw Blade",20212,1,21,3
2066,"Skull Hatchet",19203,1,21,3
2067,"Frostbit Staff",20431,1,17,2
2069,"Black Bear Hide Vest",16868,1,5,0
2072,"Dwarven Magestaff",20363,2,17,2
2073,"Dwarven Hatchet",19134,2,21,3
2074,"Solid Shortblade",20168,2,13,3
2075,"Priest's Mace",5218,2,21,3
2077,"Magician Staff",28578,2,17,2
2078,"Northern Shortsword",20157,2,13,3
2079,"Sergeant's Warhammer",19637,2,13,3
2080,"Hillborne Axe",19400,2,13,3
2081,"Monster - Torch, Offhand",6537,0,23,7
2082,"Wizbang's Gunnysack",2588,1,18,0
2084,"Darksteel Bastard Sword",20152,2,17,1
2087,"Hard Crawler Carapace",17095,2,5,0
2088,"Long Crawler Limb",6455,2,13,3
2089,"Scrimshaw Dagger",20407,2,13,3
