id,name,item_display_info_id,item_quality_id,inventory_slot_id,sheath_type_id
932,"Fel Steed Saddlebags",6430,1,18,0
933,"Large Rucksack",1282,1,18,0
934,"Stalvan's Reaper",19405,3,13,3
935,"Night Watch Shortsword",8274,3,13,3
936,"Midnight Mace",5215,3,13,3
937,"Black Duskwood Staff",20329,3,17,2
940,"Robes of Insight",16676,4,20,0
940,"Robes of Insight",16676,4,20,0
941,"Deprecated Speedstone",6513,1,12,0
942,"Freezing Band",9835,4,11,0
943,"Warden Staff",20256,4,17,2
944,"Elemental Mage Staff",20253,4,17,2
945,"Shadow Sword",859,1,21,3
948,"Nature Sword",859,1,21,3
964,"Deprecated Red Linen Shirt",9744,1,4,0
965,"Deprecated Red Linen Sack",981,1,18,0
983,"Red Linen Sash",4878,1,6,0
996,"Ring of Righteous Flame (TEST)",3453,1,11,0
997,"Fire Sword of Crippling",859,1,21,3
1008,"Well-used Sword",1550,1,21,3
1009,"Compact Hammer",8583,2,21,3
1010,"Gnarled Short Staff",20440,1,17,2
1011,"Sharp Axe",19273,1,21,3
1014,"Large Moneybag (old)",1183,1,18,0
1018,"Chows Blade of DOOM! (Test)",1121,1,22,3
1020,"Leather Helmet D (Test)",13552,1,1,0
1021,"Leather Helmet A (test)",13551,1,1,0
1022,"Mail Helmet D (test)",15299,1,1,0
1023,"Mail Helmet C (test)",15297,1,1,0
1024,"Plate Helmet D2 (test)",15304,1,1,0
1025,"Plate Helmet D1 (Test)",15302,1,1,0
1026,"Plate Helmet D3 (test)",15305,1,1,0
1027,"Mail Helmet A (Test)",15294,1,1,0
1028,"Deprecated Dented Skullcap",13275,0,1,0
1046,"Deprecated Light Blunderbuss",6596,1,26,1
1047,"Deprecated Heavy Blunderbuss",6595,1,26,1
1076,"Defias Renegade Ring",6012,2,11,0
1077,"Defias Mage Ring",9836,2,11,0
1116,"Ring of Pure Silver",6011,2,11,0
1117,"Monster - Item, Fishing Pole",7453,0,13,2
1121,"Feet of the Lynx",703,3,8,0
1122,"Deprecated Amulet of the White Stallion",6494,1,2,0
1123,"Deprecated Amulet of the Pinto",6494,1,2,0
1124,"Deprecated Amulet of the Palomino",6494,1,2,0
1125,"Deprecated Amulet of the Nightmare",6494,1,2,0
1131,"Totem of Infliction",9557,2,23,7
1154,"Belt of the People's Militia",6833,1,6,0
1155,"Rod of the Sleepwalker",20327,3,17,2
1156,"Lavishly Jeweled Ring",9839,3,11,0
1157,"Deprecated Militia Handaxe",5066,0,21,3
1158,"Solid Metal Club",19643,1,21,3
1159,"Militia Quarterstaff",4994,1,17,2
1161,"Militia Shortsword",1544,1,21,3
1162,"Pirates Patch (Test)",13219,1,1,0
1163,"Dwarven Explorer's Monocle (Test)",13218,1,1,0
1166,"Dented Buckler",2208,1,14,4
1167,"Small Targe",18506,1,14,4
1168,"Skullflame Shield",17944,4,14,4
1168,"Skullflame Shield",30993,4,14,4
1169,"Blackskull Shield",18816,4,14,4
1170,"Deprecated Brown Leather Vest",8647,1,5,0
1171,"Well-stitched Robe",12707,1,20,0
1172,"Grayson's Torch",12313,2,23,7
1173,"Weather-worn Boots",6777,1,8,0
1174,"Deprecated Light Soldier Boots",6956,1,8,0
1182,"Brass-studded Bracers",6852,1,9,0
1183,"Elastic Wristguards",16927,1,9,0
1184,"Deprecated Scarlet Badge",6510,0,12,0
1186,"Deprecated Gnoll Taskmaster Whip",6503,0,12,0
1189,"Overseer's Ring",963,2,11,0
1190,"Overseer's Cloak",15120,2,16,0
1192,"Deprecated Overseer's Helm",13277,0,1,0
1193,"Banded Buckler",27782,1,14,4
1194,"Bastard Sword",22093,1,17,1
1195,"Kobold Mining Shovel",7495,1,17,1
1196,Tabar,22114,1,17,1
1197,"Giant Mace",5226,1,17,1
1198,Claymore,22095,1,17,1
1200,"Large Wooden Shield",18663,1,14,4
1201,"Dull Heater Shield",2161,1,14,4
1202,"Wall Shield",2329,1,14,4
1203,"Aegis of Stormwind",2594,3,14,4
1204,"The Green Tower",1644,4,14,4
1207,Murphstar,5223,2,13,3
1211,"Gnoll War Harness",14260,2,5,0
1213,"Gnoll Kindred Bracers",3613,1,9,0
1214,"Gnoll Punisher",19625,2,21,3
1215,"Support Girdle",16942,2,6,0
1216,"Frost Bracers",9559,2,9,0
1218,"Heavy Gnoll War Club",5527,2,17,1
1219,"Redridge Machete",20122,2,21,3
1220,"Lupine Axe",19232,2,17,1
1254,"Lesser Firestone",24380,1,23,0
1254,"Lesser Firestone",24380,1,23,0
1254,"Lesser Firestone",24380,1,23,0
1258,"Bind On Use Test Item",6511,0,12,0
1259,"JYoo test item",30392,0,21,3
1263,"Brain Hacker",22215,4,17,1
1264,Headbasher,5530,2,17,1
1265,"Scorpion Sting",20156,3,13,3
1266,"Deprecated Orcslayer",4909,0,17,1
1270,"Finely Woven Cloak",23113,2,16,0
1272,"Deprecated Fine Spun Mantle",3396,0,3,0
1273,"Forest Chain",12723,2,5,0
1275,"Deputy Chain Coat",1019,2,5,0
1276,"Fire Hardened Buckler",2210,2,14,4
1279,"Deprecated Soft Leather Hood",13255,0,1,0
1280,"Cloaked Hood",15298,2,1,0
1281,"Deprecated Quiver (TEST)",3337,1,18,0
1282,"Sparkmetal Coif",15324,2,1,0
1287,"Giant Tarantula Fang",6447,2,13,3
1292,"Butcher's Cleaver",8466,3,13,3
1296,"Blackrock Mace",5195,2,21,3
1297,"Robes of the Shadowcaster",19035,2,20,0
1298,"Deprecated Night Mage Wristguards",6305,0,9,0
1299,"Lesser Belt of the Spire",16717,2,6,0
1300,"Lesser Staff of the Spire",20391,2,17,2
1302,"Black Whelp Gloves",17174,2,10,0
1303,"Bridgeworker's Gloves",6871,2,10,0
1304,"Riding Gloves",16818,2,10,0
1306,"Wolfmane Wristguards",11387,2,9,0
1310,"Smith's Trousers",16971,2,7,0
1311,"Deprecated Oslow's Wood Cutter",8513,0,17,1
1312,"Deprecated Oslow's Hammer",8576,0,21,3
1313,"Deprecated Oslow's Ice Pick",6458,0,13,3
1314,"Ghoul Fingers",17179,2,10,0
1315,"Lei of Lilies",6524,4,2,0
1315,"Lei of Lilies",6524,4,2,0
1317,"Hardened Root Staff",20377,2,17,2
1318,"Night Reaver",19290,3,17,1
1319,"Ring of Iron Will",14437,2,11,0
1324,"Deprecated Parker's Lunch",7196,1,21,0
1350,"Deprecated Hex Doll",6358,0,12,0
1351,"Fingerbone Bracers",16897,2,9,0
1354,"Deprecated Homespun Shawl",8776,1,16,0
1355,"Buckskin Cape",23014,2,16,0
1359,"Lion-stamped Gloves",6751,1,10,0
1360,"Stormwind Chain Gloves",7000,1,10,0
1363,"Deprecated Captain Sander's Eyepatch",13223,0,1,0
1364,"Ragged Leather Vest",14339,0,5,0
1366,"Ragged Leather Pants",14338,0,7,0
1367,"Ragged Leather Boots",14354,0,8,0
1368,"Ragged Leather Gloves",17184,0,10,0
1369,"Ragged Leather Belt",14335,0,6,0
1370,"Ragged Leather Bracers",14336,0,9,0
1371,"Deprecated Ragged Leather Shoulderpads",5495,0,3,0
1372,"Ragged Cloak",23054,0,16,0
1374,"Frayed Shoes",16659,0,8,0
1376,"Frayed Cloak",23090,0,16,0
1377,"Frayed Gloves",16657,0,10,0
1378,"Frayed Pants",16656,0,7,0
1379,"Deprecated Frayed Shoulderpads",5494,0,3,0
1380,"Frayed Robe",12426,0,20,0
1382,"Rock Mace",19636,1,21,3
1383,"Stone Tomahawk",8495,1,21,3
1384,"Dull Blade",1546,1,21,3
1385,"Deprecated Farmer's Maul",8593,0,17,1
1386,"Thistlewood Axe",19247,1,17,1
1387,Ghoulfang,20087,2,17,1
1388,"Crooked Staff",20450,1,17,2
1389,"Kobold Mining Mallet",8575,1,21,3
1391,"Riverpaw Mystic Staff",20410,2,17,2
1392,"Deprecated Wristguards of the Fen Warden",3642,0,9,0
1394,"Driftwood Club",5204,2,21,3
1395,"Apprentice's Pants",9924,0,7,0
1396,"Acolyte's Pants",3260,0,7,0
1397,"Deprecated Orc Acolyte's Pants",3587,0,7,0
1398,"Deprecated Dwarven Novice's Pants",1357,0,7,0
1403,"Deprecated Capstone",6499,1,12,0
1404,"Tidal Charm",6499,2,12,0
1404,"Tidal Charm",6499,2,12,0
1405,"Foamspittle Staff",5540,2,17,2
1406,"Pearl-encrusted Spear",5638,2,17,2
1411,"Withered Staff",20442,0,17,2
1412,"Crude Bastard Sword",20074,0,17,1
1413,"Feeble Sword",1547,0,21,3
1414,"Cracked Sledge",19525,0,17,1
1415,"Carpenter's Mallet",19613,0,21,3
1416,"Rusty Hatchet",8495,0,21,3
1417,"Beaten Battle Axe",8501,0,17,1
1418,"Worn Leather Belt",14344,0,6,0
1419,"Worn Leather Boots",14353,0,8,0
1420,"Worn Leather Bracers",4471,0,9,0
1421,"Worn Hide Cloak",23083,0,16,0
1422,"Worn Leather Gloves",14345,0,10,0
1423,"Worn Leather Pants",14346,0,7,0
1424,"Deprecated Worn Leather Shoulderpads",7836,0,3,0
1425,"Worn Leather Vest",14190,0,5,0
1427,"Patchwork Shoes",16798,0,8,0
1429,"Patchwork Cloak",23130,0,16,0
1430,"Patchwork Gloves",16797,0,10,0
1431,"Patchwork Pants",16796,0,7,0
1432,"Deprecated Patchwork Cloth Shoulderpads",2539,0,3,0
1433,"Patchwork Armor",16795,0,5,0
1435,"Deprecated Bridge Worker's Yoke",2960,0,3,0
1436,"Frontier Britches",17144,2,7,0
1438,"Warrior's Shield",25943,1,14,4
1440,"Gnoll Skull Basher",8570,2,21,3
1443,"Jeweled Amulet of Cainwyn",6522,4,2,0
1444,"Deprecated Inferno Stone",6504,3,12,0
1445,"Blackrock Pauldrons",10167,1,3,0
1446,"Blackrock Boots",6841,2,8,0
1447,"Ring of Saviors",14438,4,11,0
1447,"Ring of Saviors",14438,4,11,0
1448,"Blackrock Gauntlets",6842,2,10,0
1449,"Minor Channeling Ring",9823,2,11,1
1454,"Axe of the Enforcer",8457,3,13,3
1455,"Blackrock Champion's Axe",22214,2,17,1
1457,"Shadowhide Mace",19683,2,21,3
1458,"Shadowhide Maul",8601,2,17,1
1459,"Shadowhide Scalper",19136,2,21,3
1460,"Shadowhide Two-handed Sword",20109,2,17,1
1461,"Slayer's Battle Axe",19375,2,17,1
1462,"Ring of the Shadow",9846,2,11,0
1465,Tigerbane,20594,2,13,3
1469,"Scimitar of Atun",20154,2,21,3
1470,"Murloc Skin Bag",1025,1,18,0
1472,"Deprecated Polished Lakestone Charm",6508,0,12,0
1473,"Riverside Staff",20402,2,17,2
1479,"Salma's Oven Mitts",16710,1,10,0
1480,"Fist of the People's Militia",9381,2,21,3
1481,Grimclaw,25595,3,13,3
1482,Shadowfang,20089,3,21,3
1483,"Face Smasher",9117,3,13,3
1484,"Witching Stave",9122,3,17,2
1485,Pitchfork,7464,0,17,1
1486,"Tree Bark Jacket",9889,3,5,0
1488,"Avenger's Armor",12960,3,5,0
1489,"Gloomshroud Armor",8676,3,5,0
1490,"Guardian Talisman",6502,2,12,0
1491,"Ring of Precision",9836,3,11,1
1493,"Heavy Marauder Scimitar",5165,3,21,3
1495,"Calico Shoes",16553,0,8,0
1497,"Calico Cloak",23094,0,16,0
1498,"Calico Gloves",14348,0,10,0
1499,"Calico Pants",16552,0,7,0
1500,"Deprecated Calico Shoulderpads",2539,0,3,0
1501,"Calico Tunic",16551,0,5,0
1502,"Warped Leather Belt",16947,0,6,0
1503,"Warped Leather Boots",14846,0,8,0
1504,"Warped Leather Bracers",17024,0,9,0
1505,"Warped Cloak",23076,0,16,0
1506,"Warped Leather Gloves",17077,0,10,0
1507,"Warped Leather Pants",17156,0,7,0
1508,"Deprecated Patched Leather Shoulderpads",2563,0,3,0
1509,"Warped Leather Vest",18466,0,5,0
1510,"Heavy Hammer",19775,0,21,3
1511,"Commoner's Sword",20173,0,21,3
1512,"Crude Battle Axe",19226,0,17,1
1513,"Old Greatsword",20092,0,17,1
1514,"Rusty Warhammer",19533,0,17,1
1515,"Rough Wooden Staff",20421,0,17,2
1516,"Worn Hatchet",8498,0,21,3
1521,"Lumbering Ogre Axe",19306,2,17,1
1522,"Headhunting Spear",22239,2,17,2
1523,"Huge Stone Club",5534,2,17,1
1535,"Deprecated Bloodscalp Vest",1787,0,5,0
1537,"Old Blanchy's Feed Pouch",1183,1,18,0
1539,"Gnarled Hermit's Staff",20395,2,17,2
1544,"Deprecated Candle of Black Smoke",6498,0,12,0
1545,"Deprecated Mantle of the Seas",2539,0,3,0
1547,"Shield of the Faith",21551,2,14,4
1557,"Buckler of the Seas",18456,2,14,4
1560,"Bluegill Sandals",16856,2,8,0
1561,"Harvester's Robe",12671,2,20,0
1566,"Edge of the People's Militia",20078,2,17,1
1602,"Sickle Axe",8489,3,13,3
1604,"Chromatic Sword",20188,2,17,1
1607,Soulkeeper,20272,3,17,2
1608,"Skullcrusher Mace",19743,2,13,3
1613,"Spiritchaser Staff",28470,2,17,2
1622,"Deprecated Foreman's Whip",6501,1,12,0
1623,"Raptor Skin Pouch",3568,1,18,0
1624,"Skullsplitter Helm",15340,2,1,0
1625,"Exquisite Flamberge",26586,2,17,1
1639,"Grinning Axe",5128,2,17,1
1640,"Monstrous War Axe",8526,2,17,1
1652,"Sturdy Lunchbox",12642,1,18,0
1659,"Engineering Gloves",1795,2,10,0
1664,"Spellforce Rod",18289,2,17,2
1677,"Drake-scale Vest",8678,2,5,0
1678,"Black Ogre Kickers",11269,3,8,0
1679,"Korg Bat",5137,2,17,1
1680,Headchopper,19304,2,17,1
1684,"Deprecated Totemic Headpiece",13256,0,1,0
1685,"Troll-hide Bag",1285,1,18,0
1700,"Deprecated Blood Totem",7264,1,2,0
1713,"Ankh of Life",23949,3,12,0
1713,"Ankh of Life",23949,3,12,0
1714,"Necklace of Calisea",9858,3,2,0
1715,"Polished Jazeraint Armor",8683,3,5,0
1716,"Robe of the Magi",16667,3,20,0
1717,"Double Link Tunic",12960,3,5,0
1718,"Basilisk Hide Pants",17137,3,7,0
1719,"Deprecated Flint Troll Axe",7429,1,21,3
1720,"Tanglewood Staff",21460,3,17,2
1721,"Viking Warhammer",8581,3,21,3
1722,"Thornstone Sledgehammer",15467,3,17,1
1724,"Deprecated Jungle Trail Pack",2592,1,18,0
1725,"Large Knapsack",2592,1,18,0
1726,"Poison-tipped Bone Spear",20749,3,17,2
1727,"Sword of Decay",12827,3,21,3
1728,"Teebu's Blazing Longsword",19997,4,21,3
1729,"Gunnysack of the Night Watch",2588,1,18,0
1730,"Worn Mail Belt",6902,0,6,0
1731,"Worn Mail Boots",6903,0,8,0
1732,"Worn Mail Bracers",6904,0,9,0
1733,"Worn Cloak",15272,0,16,0
1734,"Worn Mail Gloves",6905,0,10,0
1735,"Worn Mail Pants",687,0,7,0
1736,"Deprecated Worn Mail Shoulderpads",6906,0,3,0
1737,"Worn Mail Vest",977,0,5,0
1738,"Laced Mail Belt",6902,0,6,0
1739,"Laced Mail Boots",6903,0,8,0
1740,"Laced Mail Bracers",6904,0,9,0
1741,"Laced Cloak",15065,0,16,0
1742,"Laced Mail Gloves",6905,0,10,0
1743,"Laced Mail Pants",687,0,7,0
1744,"Laced Mail Shoulderpads",6914,0,3,0
1745,"Laced Mail Vest",977,0,5,0
1746,"Linked Chain Belt",6902,0,6,0
1747,"Linked Chain Boots",6903,0,8,0
1748,"Linked Chain Bracers",6904,0,9,0
1749,"Linked Chain Cloak",15074,0,16,0
1750,"Linked Chain Gloves",6905,0,10,0
1751,"Linked Chain Pants",687,0,7,0
1752,"Linked Chain Shoulderpads",6914,0,3,0
1753,"Linked Chain Vest",977,0,5,0
1754,"Reinforced Chain Belt",6902,0,6,0
1755,"Reinforced Chain Boots",6903,0,8,0
1756,"Reinforced Chain Bracers",6904,0,9,0
1757,"Reinforced Chain Cloak",15181,0,16,0
1758,"Reinforced Chain Gloves",6905,0,10,0
1759,"Reinforced Chain Pants",687,0,7,0
1760,"Reinforced Chain Shoulderpads",6914,0,3,0
1761,"Reinforced Chain Vest",977,0,5,0
1764,"Canvas Shoes",7578,0,8,0
1766,"Canvas Cloak",23095,0,16,0
1767,"Canvas Gloves",14065,0,10,0
1768,"Canvas Pants",14064,0,7,0
1769,"Canvas Shoulderpads",16786,0,3,0
1770,"Canvas Vest",14378,0,5,0
1772,"Brocade Shoes",3757,0,8,0
1774,"Brocade Cloak",23093,0,16,0
1775,"Brocade Gloves",14370,0,10,0
1776,"Brocade Pants",12930,0,7,0
1777,"Brocade Shoulderpads",14371,0,3,0
1778,"Brocade Vest",14377,0,5,0
1780,"Cross-stitched Sandals",16820,0,8,0
1782,"Cross-stitched Cloak",23102,0,16,0
1783,"Cross-stitched Gloves",14373,0,10,0
1784,"Cross-stitched Pants",14374,0,7,0
1785,"Cross-stitched Shoulderpads",14121,0,3,0
1786,"Cross-stitched Vest",14376,0,5,0
1787,"Patched Leather Belt",14360,0,6,0
1788,"Patched Leather Boots",16990,0,8,0
1789,"Patched Leather Bracers",3653,0,9,0
1790,"Patched Cloak",23050,0,16,0
1791,"Patched Leather Gloves",972,0,10,0
1792,"Patched Leather Pants",6731,0,7,0
1793,"Patched Leather Shoulderpads",14361,0,3,0
1794,"Patched Leather Jerkin",14272,0,5,0
1795,"Rawhide Belt",16935,0,6,0
1796,"Rawhide Boots",16992,0,8,0
1797,"Rawhide Bracers",17015,0,9,0
